Entry Name,Priority,Base PP,Type,Targets,Base Accuracy,Effect Accuracy,Makes Contact,Can Be Protected Against,Can Be Reflected By Magic Coat,Can Be Stolen By Snatch,Can Be Copied By Mirror Move,Gains Flinch Chance With King's Rock,Callable by Metronome,Copyable by Mimic,Callable by Assist,Callable by Sleep Talk,Is Sound Based,Has unspecified target,Is HM Move,Category,Has Risk Flag,Match Up Chart Type,Contest Appeal Jam Index,Contest Appeal Type,Base Power,Effect,Animation ID,Name ID,Unused String ID,Exclamation String ID,Description ID,Animation ID 2,Move Effect Type
"Fury Cutter"  - 210,0,20,Bug (6),Selected Target (0),95,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),4,Cool (1),40,"base power doubles with each successive hit" (119),210 (0xD2),"Fury Cutter" (0x8A2),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"An attack that intensifies[New Line]on each successive hit." (0x29D6),210 (0xD2),Attack (1)
"Steel Wing"  - 211,0,25,Steel (8),Selected Target (0),95,20,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),36,Cool (1),70,"hit and chance to raise user's defense" (138),211 (0xD3),"Steel Wing" (0x8A3),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Strikes target with wings.[New Line]May raise Defense." (0x29D7),211 (0xD3),Attack (1)
"Mean Look"  - 212,0,5,Normal (0),Selected Target (0),100,0,false,true,true,false,false,false,true,true,true,true,false,true,false,Neither (0),false,15 (0xF),27,Beauty (2),0,"traps foe" (106),212 (0xD4),"Mean Look" (0x8A4),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Fixes the target with a[New Line]look that prevents escape." (0x29D8),212 (0xD4),Status Effect (5)
"Fire Fang"  - 213,0,15,Fire (10),Selected Target (0),95,10,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,15 (0xF),27,Cute (3),65,"hit and burn chance" (4),162 (0xA2),"Fire Fang" (0x8A5),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F71),"An elemental bite that[New Line]may leave a status." (0x2A1E),162 (0xA2),Attack (1)
"Aurora Veil"  - 214,0,1,Dark (17),User (5),0,0,false,false,false,false,false,false,false,true,false,false,false,true,false,Neither (0),false,10 (0xA),4,Cute (3),0,"reflects status moves back to the sender" (183),219 (0xDB),"Aurora Veil" (0x7F0),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),None (0x0),219 (0xDB),Field Effect (6)
"Heal Bell"  - 215,0,5,Fairy (9),User (5),0,0,false,false,false,false,false,false,true,true,true,true,true,true,false,Neither (0),false,3 (0x3),31,Beauty (2),0,"heals negative statuses of party pokemon" (102),215 (0xD7),"Heal Bell" (0x8A7),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Chimes soothingly to heal[New Line]all status abnormalities." (0x29DB),215 (0xD7),Healing (2)
"Return"  - 216,0,20,Normal (0),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),45,Cute (3),10,"more damage the happier the user is" (121),216 (0xD8),"Return" (0x8A8),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"An attack that increases[New Line]in power with friendship." (0x29DC),216 (0xD8),Attack (1)
"Shadow Slap"  - 217,3,5,Normal (0),Selected Target (0),85,0,true,true,false,false,false,false,true,true,true,true,false,true,true,Physical (1),false,2 (0x2),49,Cool (1),50,"makes target flinch but only works turn 1" (158),146 (0x92),"Shadow Slap" (0x8A9),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Makes the foe flinch.[New Line]Only works first turn." (0x29DD),146 (0x92),Attack (1)
"Psystrike"  - 218,0,5,Psychc (14),Selected Target (0),100,0,false,true,false,false,false,true,true,true,true,true,false,true,false,Special (2),true,1 (0x1),45,Cute (3),100,"unused - 14" (14),354 (0x162),"Psystrike" (0x8AA),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Strikes the foe with[New Line]materialised psychic waves." (0x29DE),354 (0x162),Attack (1)
"Tailwind"  - 219,0,15,Flying (2),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,3 (0x3),6,Beauty (2),0,"prevents allies from status conditions" (124),13 (0xD),"Tailwind" (0x8AB),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Strong winds double ally[New Line]speed for 4 turns." (0x29DF),13 (0xD),Field Effect (6)
"Pain Split"  - 220,0,20,Normal (0),Selected Target (0),100,0,false,true,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,15 (0xF),13,Smart (4),0,"averages hp with target" (91),220 (0xDC),"Pain Split" (0x8AC),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Adds the user and target's[New Line]HP, then shares it equally." (0x29E0),220 (0xDC),Healing (2)
"Sacred Fire"  - 221,0,5,Fire (10),Selected Target (0),95,50,false,true,false,false,false,false,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),1,Beauty (2),100,"hit and burn chance, thaws user from frozen" (125),221 (0xDD),"Sacred Fire" (0x8AD),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A mystical fire attack that[New Line]may inflict a burn." (0x29E1),221 (0xDD),Attack (1)
"Bulldoze"  - 222,0,20,Ground (4),Both Foes and Ally (6),100,100,false,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),47,Tough (5),60,"changes user's type to a type that resists last move that hit user" (93),222 (0xDE),"Bulldoze" (0x8AE),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A ground-shaking attack[New Line]that lowers speed." (0x29E2),222 (0xDE),Attack (1)
"Dynamicpunch"  - 223,0,5,Fight (1),Selected Target (0),50,100,true,true,false,false,false,false,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),18,Cool (1),100,"hit and confusion chance" (76),223 (0xDF),"Dynamicpunch" (0x8AF),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Powerful and sure to cause[New Line]confusion, but inaccurate." (0x29E3),223 (0xDF),Attack (1)
"Megahorn"  - 224,0,10,Bug (6),Selected Target (0),85,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),36,Cool (1),120,No effect (0),224 (0xE0),"Megahorn" (0x8B0),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A brutal ramming attack[New Line]using outthrust horns." (0x29E4),224 (0xE0),Attack (1)
"Dragonbreath"  - 225,0,20,Dragon (16),Selected Target (0),100,30,false,true,false,false,false,true,true,true,true,true,false,true,false,Special (2),false,1 (0x1),14,Cool (1),60,"hit and paralyze chance" (6),225 (0xE1),"Dragonbreath" (0x8B1),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Incredible blast of breath[New Line]that may paralyze target." (0x29E5),225 (0xE1),Attack (1)
"Baton Pass"  - 226,0,40,Normal (0),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,3 (0x3),27,Cute (3),0,"switches with a party pokemon" (127),226 (0xE2),"Baton Pass" (0x8B2),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Switches out the user while[New Line]keeping effects in play." (0x29E6),226 (0xE2),Misc (10)
"Encore"  - 227,0,5,Normal (0),Selected Target (0),100,0,false,true,true,false,false,false,true,true,true,true,false,true,false,Neither (0),false,15 (0xF),27,Cute (3),0,"target must repeat last move for a few turns" (90),227 (0xE3),"Encore" (0x8B3),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Makes target repeat its[New Line]last move for 2 to 6 turns." (0x29E7),227 (0xE3),Status Effect (5)
"Pursuit"  - 228,0,20,Dark (17),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),46,Smart (4),40,"hits a switching opponent for double damage" (128),228 (0xE4),"Pursuit" (0x8B4),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Inflicts bad damage if used[New Line]on a target switching out." (0x29E8),228 (0xE4),Attack (1)
"Shadow Speed"  - 229,2,5,Normal (0),Selected Target (0),90,0,true,true,false,false,false,false,true,true,true,true,false,true,true,Physical (1),false,2 (0x2),49,Cool (1),80,"increased priority (still need to set priority field)" (103),245 (0xF5),"Shadow Speed" (0x8B5),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A high priority tackle[New Line]covered in aura." (0x29E9),245 (0xF5),Attack (1)
"Liquidation"  - 230,0,10,Water (11),Selected Target (0),100,20,true,true,false,false,false,false,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),20,Tough (5),85,"hit and defense lowering chance" (69),128 (0x80),"Liquidation" (0x8B6),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A tackle cloaked in water.[New Line]May lower Def." (0x29EA),128 (0x80),Attack (1)
"Iron Tail"  - 231,0,15,Steel (8),Selected Target (0),75,30,true,true,false,false,false,false,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),13,Cool (1),100,"hit and defense lowering chance" (69),231 (0xE7),"Iron Tail" (0x8B7),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Attacks with a rock-hard[New Line]tail. May lower Defense." (0x29EB),231 (0xE7),Attack (1)
"Metal Claw"  - 232,0,35,Steel (8),Selected Target (0),95,10,true,true,false,false,false,false,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),1,Cool (1),50,"hit and chance to raise user's attack" (139),232 (0xE8),"Metal Claw" (0x8B8),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A claw attack that may[New Line]raise the user's Attack." (0x29EC),232 (0xE8),Attack (1)
"Lava Plume"  - 233,0,15,Fire (10),Both Foes and Ally (6),100,30,false,true,false,false,false,false,true,true,true,true,false,true,false,Special (2),false,1 (0x1),42,Cool (1),80,"double prize money" (34),307 (0x133),"Lava Plume" (0x8B9),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A scarlet inferno torches[New Line]everything. May burn." (0x29ED),307 (0x133),Attack (1)
"Morning Sun"  - 234,0,5,Fire (10),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,3 (0x3),35,Beauty (2),0,"restores hp. more when sunny" (132),234 (0xEA),"Morning Sun" (0x8BA),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Restores HP. The amount[New Line]varies with the weather." (0x29EE),234 (0xEA),Healing (2)
"Synthesis"  - 235,0,5,Grass (12),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,3 (0x3),35,Smart (4),0,"restores hp. more when sunny" (133),235 (0xEB),"Synthesis" (0x8BB),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Restores HP. The amount[New Line]varies with the weather." (0x29EF),235 (0xEB),Healing (2)
"Moonlight"  - 236,0,5,Fairy (9),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,3 (0x3),35,Beauty (2),0,"restores hp. more when sunny" (134),236 (0xEC),"Moonlight" (0x8BC),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Restores HP. The amount[New Line]varies with the weather." (0x29F0),236 (0xEC),Healing (2)
"Shadow Freeze"  - 237,0,5,Normal (0),Selected Target (0),60,0,false,true,true,false,false,false,true,true,true,true,false,true,true,Neither (0),false,2 (0x2),49,Cool (1),0,"hp restored based on stocks" (162),196 (0xC4),"Shadow Freeze" (0x8BD),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A frosty breath is[New Line]expelled to freeze the foe." (0x29F1),196 (0xC4),Status Effect (5)
"Cross Chop"  - 238,0,5,Fight (1),Selected Target (0),80,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),38,Cool (1),100,"high crit ratio" (43),238 (0xEE),"Cross Chop" (0x8BE),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A double-chopping attack.[New Line]High critical-hit ratio." (0x29F2),238 (0xEE),Attack (1)
"Hurricane"  - 239,0,10,Flying (2),Selected Target (0),70,30,false,true,false,false,false,false,true,true,true,true,false,true,false,Special (2),false,4 (0x4),44,Cool (1),110,"hit and confusion chance" (76),239 (0xEF),"Hurricane" (0x8BF),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Whips up a vicious gale[New Line]which may cause confusion." (0x29F3),239 (0xEF),Attack (1)
"Rain Dance"  - 240,0,5,Water (11),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,3 (0x3),47,Tough (5),0,"changes weather to rain" (136),240 (0xF0),"Rain Dance" (0x8C0),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Boosts the power of Water-[New Line]type moves for 5 turns." (0x29F4),240 (0xF0),Field Effect (6)
"Sunny Day"  - 241,0,5,Fire (10),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,3 (0x3),47,Beauty (2),0,"changes weather to sunny" (137),241 (0xF1),"Sunny Day" (0x8C1),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Boosts the power of Fire-[New Line]type moves for 5 turns." (0x29F5),241 (0xF1),Field Effect (6)
"Crunch"  - 242,0,15,Dark (17),Selected Target (0),100,20,true,true,false,false,false,false,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),13,Tough (5),80,"hit and defense lowering chance" (69),242 (0xF2),"Crunch" (0x8C2),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Crunches with sharp fangs.[New Line]May lower Defense." (0x29F6),242 (0xF2),Attack (1)
"Mirror Coat"  - 243,-5,20,Psychc (14),Depends On Move (1),100,0,false,false,false,false,false,false,false,true,false,true,false,false,false,Neither (0),false,12 (0xC),5,Beauty (2),1,"mirror coat" (144),243 (0xF3),"Mirror Coat" (0x8C3),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Counters a special attack[New Line]at double the power." (0x29F7),243 (0xF3),Misc (10)
"Shadow Fear"  - 244,0,5,Normal (0),Selected Target (0),85,0,false,true,true,false,false,false,true,true,true,true,false,true,true,Neither (0),false,2 (0x2),49,Cool (1),0,"paralyzes foe" (67),137 (0x89),"Shadow Fear" (0x8C4),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Paralyses the foe by[New Line]intimidation." (0x29F8),137 (0x89),Status Effect (5)
"Extremespeed"  - 245,2,5,Normal (0),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),41,Cool (1),80,"increased priority (still need to set priority field)" (103),245 (0xF5),"Extremespeed" (0x8C5),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"An extremely fast and[New Line]powerful attack." (0x29F9),245 (0xF5),Attack (1)
"Ancientpower"  - 246,0,5,Rock (5),Selected Target (0),100,20,false,true,false,false,false,false,true,true,true,true,false,true,false,Special (2),false,1 (0x1),39,Tough (5),60,"hit and chance to raise all stats" (140),246 (0xF6),"Ancientpower" (0x8C6),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"An attack that may raise[New Line]all stats." (0x29FA),246 (0xF6),Attack (1)
"Shadow Ball"  - 247,0,15,Ghost (7),Selected Target (0),100,20,false,true,false,true,false,false,true,true,true,true,false,true,false,Special (2),false,1 (0x1),17,Smart (4),80,"hit and special defense lowering chance" (72),247 (0xF7),"Shadow Ball" (0x8C7),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Hurls a black blob that may[New Line]lower the target's Sp. Def." (0x29FB),247 (0xF7),Attack (1)
"Wild Charge"  - 248,0,20,Electr (13),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),true,1 (0x1),48,Smart (4),90,"hit with 25% recoil" (48),344 (0x158),"Wild Charge" (0x8C8),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A life-risking tackle that[New Line]also hurts the user." (0x2A5C),344 (0x158),Attack (1)
"Ice Hammer"  - 249,0,10,Ice (15),Selected Target (0),90,0,true,true,false,false,false,true,true,true,true,false,false,true,false,Physical (1),false,2 (0x2),49,Cool (1),100,"unused - 110" (110),301 (0x12D),"Ice Hammer" (0x8C9),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F71),"A heavy strike but[New Line]slows the user." (0x29FD),301 (0x12D),Attack (1)
"Whirlpool"  - 250,0,15,Water (11),Selected Target (0),85,100,false,true,false,false,false,true,true,true,true,true,false,true,false,Special (2),false,1 (0x1),48,Beauty (2),35,"hit and traps foe" (42),250 (0xFA),"Whirlpool" (0x8CA),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Traps and hurts target in[New Line]a whirlpool for 2 to 5 turns." (0x29FE),250 (0xFA),Attack (1)
"Hex"  - 251,0,10,Ghost (7),Selected Target (0),100,0,false,true,false,false,false,true,true,true,true,true,false,true,false,Special (2),false,15 (0xF),46,Smart (4),65,"unused - 12" (12),101 (0x65),"Hex" (0x8CB),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Power doubles if the[New Line]foe is suffering." (0x29FF),101 (0x65),Attack (1)
"Fake Out"  - 252,3,10,Normal (0),Selected Target (0),100,0,true,true,false,false,false,false,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),20,Cute (3),40,"makes target flinch but only works turn 1" (158),252 (0xFC),"Fake Out" (0x8CC),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A 1st-turn, 1st-strike move[New Line]that causes flinching." (0x2A00),252 (0xFC),Attack (1)
"Boomburst"  - 253,0,10,Normal (0),Both Foes and Ally (6),100,100,false,true,false,false,false,true,true,true,true,false,true,true,false,Special (2),false,1 (0x1),44,Cute (3),140,"hit all adjacent pokemon including underground targets" (147),253 (0xFD),"Boomburst" (0x8CD),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F71),"Attacks with the terrible[New Line]power of an explosive sound." (0x2A01),253 (0xFD),Attack (1)
"Shadow Chant"  - 254,0,5,Normal (0),User (5),0,0,false,false,false,false,false,false,true,true,true,true,true,true,true,Neither (0),false,2 (0x2),49,Cool (1),0,"all present pokemon will faint in 3 turns" (114),195 (0xC3),"Shadow Chant" (0x8CE),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A curse makes all[New Line]faint after 3 turns." (0x2A02),195 (0xC3),Misc (10)
"Shadow Feint"  - 255,1,5,Normal (0),Selected Target (0),90,0,true,false,false,false,false,true,true,true,true,true,false,true,true,Physical (1),false,2 (0x2),49,Cool (1),40,"unused - 22" (22),280 (0x118),"Shadow Feint" (0x8CF),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Tricks the foe into dropping[New Line]its guard then attacks." (0x2A03),280 (0x118),Attack (1)
"Shadow Throw"  - 256,-1,5,Normal (0),Selected Target (0),90,0,true,true,false,false,false,true,true,true,true,true,false,true,true,Physical (1),false,2 (0x2),49,Cool (1),65,"switch opponent out" (28),233 (0xE9),"Shadow Throw" (0x8D0),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A violent throw forces[New Line]the target to switch." (0x2A04),233 (0xE9),Attack (1)
"Heat Wave"  - 257,0,10,Fire (10),Both Foes (4),90,10,false,true,false,false,false,false,true,true,true,true,false,true,false,Special (2),false,1 (0x1),1,Beauty (2),95,"hit and burn chance" (4),257 (0x101),"Heat Wave" (0x8D1),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Exhales a hot breath on the[New Line]target. May inflict a burn." (0x2A05),257 (0x101),Attack (1)
"Snowscape"  - 258,0,10,Ice (15),User (5),0,0,false,true,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,3 (0x3),14,Beauty (2),0,"changes weather to hail storm" (164),258 (0x102),"Snowscape" (0x8D2),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Summons a snowstorm that[New Line]grows every turn." (0x2A06),258 (0x102),Field Effect (6)
"Shadow Tease"  - 259,0,5,Normal (0),Both Foes (4),100,0,false,false,true,false,false,false,true,true,true,true,true,true,true,Neither (0),false,2 (0x2),49,Cool (1),0,"the target can only use attacking moves for a few turns" (175),269 (0x10D),"Shadow Tease" (0x8D3),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6F),"Insults both foes so[New Line]they only attack." (0x2A07),269 (0x10D),Status Effect (5)
"Shadow Breeze"  - 260,0,5,Normal (0),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,true,Neither (0),false,2 (0x2),49,Cool (1),0,"prevents allies from status conditions" (124),18 (0x12),"Shadow Breeze" (0x8D4),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Doubles ally speed for[New Line]4 turns." (0x2A08),18 (0x12),Field Effect (6)
"Will-O-Wisp"  - 261,0,15,Fire (10),Selected Target (0),85,0,false,true,true,false,false,false,true,true,true,true,false,true,false,Neither (0),false,13 (0xD),13,Beauty (2),0,"burns foe" (167),261 (0x105),"Will-O-Wisp" (0x8D5),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Inflicts a burn on the[New Line]target with intense fire." (0x2A09),261 (0x105),Status Effect (5)
"Shadow Max"  - 262,0,5,Normal (0),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,true,Neither (0),false,2 (0x2),49,Cool (1),0,"takes half user's max hp then maxes out attack" (142),120 (0x78),"Shadow Max" (0x8D6),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Flares its aura to max[New Line]attack but cuts own HP." (0x2A0A),120 (0x78),Stat Buff (4)
"Facade"  - 263,0,20,Normal (0),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),31,Cute (3),70,"power doubles if user is burned, poisoned or paralyzed" (169),263 (0x107),"Facade" (0x8D7),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Boosts Attack when burned,[New Line]paralyzed, or poisoned." (0x2A0B),263 (0x107),Attack (1)
"Focus Punch"  - 264,-3,20,Fight (1),Selected Target (0),100,0,true,true,false,false,false,false,true,true,false,false,false,true,false,Physical (1),false,1 (0x1),42,Tough (5),150,"user flinches if hit before its turn" (170),264 (0x108),"Focus Punch" (0x8D8),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A powerful loyalty attack.[New Line]The user flinches if hit." (0x2A0C),264 (0x108),Attack (1)
"Curse"  - 265,0,1,Dark (17),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,1 (0x1),11,Smart (4),0,"ghost types curse opponent, others raise attack and defense but drop speed" (109),174 (0xAE),"Curse" (0x8D9),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"-" (0x2A0D),174 (0xAE),Stat Buff (4)
"Wide Guard"  - 266,3,20,Rock (5),User (5),0,0,false,false,false,false,false,false,false,true,false,true,false,true,false,Neither (0),false,3 (0x3),48,Cute (3),0,"all foes will target the user" (172),219 (0xDB),"Wide Guard" (0x8DA),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"Protects ally team from[New Line]wide target moves." (0x2A0E),219 (0xDB),Affects Incoming Move (7)
"Shadow Snooze"  - 267,0,5,Normal (0),Selected Target (0),85,0,false,true,true,false,false,false,true,true,true,true,true,true,true,Neither (0),false,2 (0x2),49,Cool (1),0,"puts foe to sleep" (1),281 (0x119),"Shadow Snooze" (0x8DB),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Yawns to trick the[New Line]foe to sleep." (0x2A0F),281 (0x119),Status Effect (5)
"Shadow Boom"  - 268,0,5,Normal (0),Both Foes and Ally (6),100,0,false,true,false,true,false,true,true,true,true,true,false,true,true,Physical (1),false,2 (0x2),49,Cool (1),200,"user faints after hit" (7),153 (0x99),"Shadow Boom" (0x8DC),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Sacrifices itself to cause[New Line]devastating damage." (0x2A10),153 (0x99),Attack (1)
"Taunt"  - 269,0,20,Dark (17),Selected Target (0),100,0,false,true,true,false,false,false,true,true,true,true,false,true,false,Neither (0),false,15 (0xF),27,Smart (4),0,"the target can only use attacking moves for a few turns" (175),269 (0x10D),"Taunt" (0x8DD),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6F),"Taunts the target into[New Line]only using attack moves." (0x2A11),269 (0x10D),Status Effect (5)
"Helping Hand"  - 270,5,20,Normal (0),User (5),100,0,false,false,false,false,false,false,false,true,false,true,false,true,false,Neither (0),false,3 (0x3),27,Smart (4),0,"the ally's moves' power is boosted by 50% for the current turn" (176),270 (0x10E),"Helping Hand" (0x8DE),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Boosts the power of the[New Line]recipient's moves." (0x2A12),270 (0x10E),Status Effect (5)
"Trick"  - 271,0,10,Psychc (14),Selected Target (0),100,0,false,true,false,false,false,false,false,true,false,true,false,true,false,Neither (0),false,15 (0xF),36,Smart (4),0,"swaps held items with the target" (177),271 (0x10F),"Trick" (0x8DF),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"Tricks the target into[New Line]trading held items." (0x2A13),271 (0x10F),Misc (10)
"Shadow Madness"  - 272,0,5,Normal (0),Selected Target (0),85,0,false,true,false,false,false,false,true,true,true,true,false,true,true,Neither (0),false,2 (0x2),49,Cool (1),1,"halves targets remaining hp" (40),357 (0x165),"Shadow Madness" (0x8E0),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"An aura surrounds the[New Line]foe and halves its HP." (0x29D9),371 (0x173),Attack (1)
"Wish"  - 273,0,10,Fairy (9),User (5),100,0,false,true,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,3 (0x3),48,Cute (3),0,"restores the user's hp at the end of the next turn" (179),273 (0x111),"Wish" (0x8E1),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F70),"A wish that restores HP.[New Line]It takes time to work." (0x2A15),273 (0x111),Healing (2)
"Assist"  - 274,1,20,Normal (0),Depends On Move (1),100,0,false,false,false,false,false,false,true,true,false,false,false,true,false,Neither (0),false,10 (0xA),35,Cute (3),0,"uses a random move from the user's party pokemon" (180),274 (0x112),"Assist" (0x8E2),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"Attacks randomly with one[New Line]of the partner's moves." (0x2A16),274 (0x112),Misc (10)
"Spiky Shield"  - 275,4,5,Grass (12),User (5),0,0,false,false,false,false,false,false,false,true,false,true,false,true,false,Neither (0),false,3 (0x3),5,Tough (5),0,"survives next hit with 1 hp" (116),334 (0x14E),"Spiky Shield" (0x8E3),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"Evades all moves and[New Line]damages on contact." (0x2A17),334 (0x14E),Affects Incoming Move (7)
"Superpower"  - 276,0,5,Fight (1),Selected Target (0),100,0,true,true,false,false,false,false,true,true,true,true,false,true,false,Physical (1),true,1 (0x1),2,Tough (5),120,"hit then lowers user's attack and defense" (182),276 (0x114),"Superpower" (0x8E4),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Boosts strength sharply,[New Line]but lowers abilities." (0x2A18),276 (0x114),Attack (1)
"Shadow Giant"  - 277,0,5,Normal (0),Both Foes (4),85,0,false,true,false,false,false,true,true,true,true,true,false,true,true,Special (2),false,2 (0x2),49,Cool (1),1,"damage equal to user's level" (87),326 (0x146),"Shadow Giant" (0x8E5),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Damages both foes based[New Line]on the user's level." (0x2A19),326 (0x146),Attack (1)
"High Horsepower"  - 278,0,10,Ground (4),Selected Target (0),95,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),14,Cool (1),95,No effect (0),38 (0x26),"High Horsepower" (0x8E6),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A fierce full body[New Line]attack." (0x2A1A),38 (0x26),Attack (1)
