Entry Name,Level up Rate,Catch Rate,Gender Ratio,Exp yield,Base Happiness,Height,Weight,Cry ID,Unknown 1,Unknown 2,National Dex Index,Hoenn dex regional id,Name ID,Species Name ID,Unknown 3,Unknown 4,Unknown 5,Model ID,Types 1,Types 2,Abilities 1,Abilities 2,TM01 Tailwind,TM02 Fire Blast,TM03 U-Turn,TM04 Hurricane,TM05 Sludge Wave,TM06 Dazzling Gleam,TM07 Foul Play,TM08 Power-Up Punch,TM09 Thunder Wave,TM10 Ice Beam,TM11 Will-O-Wisp,TM12 Wild Charge,TM13 Trick Room,TM14 Scald,TM15 Flamethrower,TM16 Iron Head,TM17 Thunderbolt,TM18 Freeze Dry,TM19 Sludge Bomb,TM20 Energy Ball,TM21 Zen Headbutt,TM22 Discharge,TM23 Dragon Pulse,TM24 Superpower,TM25 Earthquake,TM26 Earth Power,TM27 Heat Wave,TM28 Blizzard,TM29 Sucker Punch,TM30 Gunk Shot,TM31 Psyshock,TM32 Shadow Ball,TM33 Rock Slide,TM34 Solarbeam,TM35 Focus Blast,TM36 X-Scissor,TM37 Thunder,TM38 Aerial Ace,TM39 Waterfall,TM40 Dragon Claw,TM41 Toxic,TM42 Flame Charge,TM43 Poison Jab,TM44 Knock Off,TM45 Reflect,TM46 Light Screen,TM47 Surf,TM48 Stone Edge,TM49 Psychic,TM50 Dark Pulse,HM01 Helping Hand,HM02 Substitute,HM03 Facade,HM04 Stomping Tantrum,HM05 Shadow Rush,HM06 Shadow Sky,HM07 Shadow Madness,HM08 Shadow Shake,TutorMove01 Draco Meteor,TutorMove02 Protect,TutorMove03 Wide Guard,TutorMove04 Encore,TutorMove05 Fire Punch,TutorMove06 Thunder Punch,TutorMove07 Ice Punch,TutorMove08 Icy Wind,TutorMove09 Snarl,TutorMove10 Taunt,TutorMove11 Rain Dance,TutorMove12 Sunny Day,Wild Items 1,Wild Items 2,Egg Moves 1,Egg Moves 2,Egg Moves 3,Egg Moves 4,Egg Moves 5,Egg Moves 6,Egg Moves 7,Egg Moves 8,Base Stats HP,Base Stats Attack,Base Stats Defense,Base Stats Sp.Atk,Base Stats Sp.Def,Base Stats Speed,EV Yields HP,EV Yields Attack,EV Yields Defense,EV Yields Sp.Atk,EV Yields Sp.Def,EV Yields Speed,Evolutions 1 Evolution Method,Evolutions 1 Evolution Condition,Evolutions 1 Evolved Form,Evolutions 2 Evolution Method,Evolutions 2 Evolution Condition,Evolutions 2 Evolved Form,Evolutions 3 Evolution Method,Evolutions 3 Evolution Condition,Evolutions 3 Evolved Form,Evolutions 4 Evolution Method,Evolutions 4 Evolution Condition,Evolutions 4 Evolved Form,Evolutions 5 Evolution Method,Evolutions 5 Evolution Condition,Evolutions 5 Evolved Form,Level Up Moves 1 Level,Level Up Moves 1 Move,Level Up Moves 2 Level,Level Up Moves 2 Move,Level Up Moves 3 Level,Level Up Moves 3 Move,Level Up Moves 4 Level,Level Up Moves 4 Move,Level Up Moves 5 Level,Level Up Moves 5 Move,Level Up Moves 6 Level,Level Up Moves 6 Move,Level Up Moves 7 Level,Level Up Moves 7 Move,Level Up Moves 8 Level,Level Up Moves 8 Move,Level Up Moves 9 Level,Level Up Moves 9 Move,Level Up Moves 10 Level,Level Up Moves 10 Move,Level Up Moves 11 Level,Level Up Moves 11 Move,Level Up Moves 12 Level,Level Up Moves 12 Move,Level Up Moves 13 Level,Level Up Moves 13 Move,Level Up Moves 14 Level,Level Up Moves 14 Move,Level Up Moves 15 Level,Level Up Moves 15 Move,Level Up Moves 16 Level,Level Up Moves 16 Move,Level Up Moves 17 Level,Level Up Moves 17 Move,Level Up Moves 18 Level,Level Up Moves 18 Move,Level Up Moves 19 Level,Level Up Moves 19 Move,Regular Sprites Pokedex Colour ID,Regular Sprites Face ID,Regular Sprites Purify Chamber Image ID,Shiny Sprites Pokedex Colour ID,Shiny Sprites Face ID,Shiny Sprites Purify Chamber Image ID
"Caterpie"  - 10,Very Fast (1),255,50% Male (127),53,70 (0x46),3,29,1006 (0x3EE),10 (0xA),1360 (0x550),10,212,"Caterpie" (0x3F2),"Worm" (0x5F8),0 (0x0),16 (0x10),402 (0x192),pkx_caterpie.fsys (10),Bug (6),Bug (6),Compoundeyes (14),None (0),false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,true,true,false,false,false,true,false,true,false,false,false,false,false,false,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),45,30,35,20,20,45,1,0,0,0,0,0,Level Up (4),7 (0x7),Metapod (11),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Bug Bite (40),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),4 (0x4),face010.gtx Regular (10),poke_dance.fsys -> caterpie.atx (0x1BD73200),4 (0x4),face010.gtx Shiny (396),poke_dance.fsys -> caterpie_c.atx (0x1BD83200)
"Metapod"  - 11,Very Fast (1),120,50% Male (127),72,70 (0x46),7,99,1007 (0x3EF),11 (0xB),1360 (0x550),11,213,"Metapod" (0x3F3),"Cocoon" (0x64C),0 (0x0),17 (0x11),403 (0x193),pkx_transel.fsys (11),Bug (6),Bug (6),Thick Fat (47),None (0),false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),60,40,50,40,130,30,0,0,2,0,0,0,Level Up (4),10 (0xA),Butterfree (12),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Mega Drain (72),1,Iron Defense (334),1,Quiver Dance (43),1,Silver Wind (318),12,Confusion (93),16,Sleep Powder (79),20,Air Slash (154),23,Giga Drain (202),27,Psybeam (60),30,Signal Beam (324),33,Energy Ball (91),37,Light Screen (113),40,Extrasensory (326),43,Bug Buzz (30),45,Aeroblast (177),50,Sludge Bomb (188),55,Psystrike (218),60,Hurricane (239),0,None (0),4 (0x4),face011.gtx Regular (11),poke_dance.fsys -> transel.atx (0x1E403200),4 (0x4),face011.gtx Shiny (397),poke_dance.fsys -> transel_c.atx (0x1E413200)
"Butterfree"  - 12,Very Fast (1),45,50% Male (127),160,70 (0x46),11,320,1008 (0x3F0),12 (0xC),1360 (0x550),12,214,"Butterfree" (0x3F4),"Butterfly" (0x669),0 (0x0),18 (0x12),404 (0x194),pkx_butterfree.fsys (12),Bug (6),Flying (2),Thick Fat (47),Compoundeyes (14),true,false,true,true,true,true,false,false,true,false,false,false,true,false,false,true,false,false,true,true,true,false,false,false,false,false,false,false,true,true,true,true,false,true,false,false,false,true,false,false,true,false,true,true,true,true,false,false,true,false,true,true,true,false,true,true,true,false,false,true,false,true,false,false,false,false,false,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),85,60,65,125,95,75,0,0,0,0,2,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Mega Drain (72),1,Iron Defense (334),1,Quiver Dance (43),1,Silver Wind (318),12,Confusion (93),16,Sleep Powder (79),20,Air Slash (154),23,Giga Drain (202),27,Psybeam (60),30,Signal Beam (324),33,Energy Ball (91),37,Light Screen (113),40,Extrasensory (326),43,Bug Buzz (30),45,Aeroblast (177),50,Sludge Bomb (188),55,Psystrike (218),60,Hurricane (239),0,None (0),9 (0x9),face012.gtx Regular (12),poke_dance.fsys -> butterfree.atx (0x1BD13200),9 (0x9),face012.gtx Shiny (398),poke_dance.fsys -> butterfree_c.atx (0x1BD23200)
"Weedle"  - 13,Very Fast (1),255,50% Male (127),52,70 (0x46),3,32,1009 (0x3F1),13 (0xD),1360 (0x550),13,215,"Weedle" (0x3F5),"Hairy Bug" (0x636),0 (0x0),19 (0x13),405 (0x195),pkx_beedle.fsys (13),Bug (6),Poison (3),Poison Touch (40),None (0),false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),40,35,30,20,20,50,0,0,0,0,0,1,Level Up (4),7 (0x7),Kakuna (14),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Bug Bite (40),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),6 (0x6),face013.gtx Regular (13),poke_dance.fsys -> beedle.atx (0x1BB53200),6 (0x6),face013.gtx Shiny (399),poke_dance.fsys -> beedle_c.atx (0x1BB63200)
"Kakuna"  - 14,Very Fast (1),120,50% Male (127),71,70 (0x46),6,100,1010 (0x3F2),14 (0xE),1360 (0x550),14,216,"Kakuna" (0x3F6),"Cocoon" (0x64C),0 (0x0),20 (0x14),406 (0x196),pkx_cocoon.fsys (14),Bug (6),Poison (3),Levitate (26),None (0),false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),60,40,130,40,50,30,0,0,2,0,0,0,Level Up (4),10 (0xA),Beedrill (15),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Bullet Seed (331),1,Iron Defense (334),1,Hone Claws (12),1,Infestation (35),12,Bullet Punch (1),16,Cross Poison (342),20,Feint Attack (185),23,First Impression (24),26,Drill Peck (65),30,Sucker Punch (21),33,Lunge (145),37,Steel Wing (211),40,Poison Jab (15),43,Leaf Blade (348),47,Night Slash (168),50,Megahorn (224),55,Gunk Shot (148),60,Dragon Ascent (316),0,None (0),3 (0x3),face014.gtx Regular (14),poke_dance.fsys -> cocoon.atx (0x1BE33200),3 (0x3),face014.gtx Shiny (400),poke_dance.fsys -> cocoon_c.atx (0x1BE43200)
"Beedrill"  - 15,Very Fast (1),45,50% Male (127),159,70 (0x46),10,295,1011 (0x3F3),15 (0xF),1360 (0x550),15,217,"Beedrill" (0x3F7),"Poison Bee" (0x682),0 (0x0),21 (0x15),407 (0x197),pkx_spear.fsys (15),Bug (6),Poison (3),Levitate (26),Poison Touch (40),true,false,true,false,true,false,true,false,true,false,false,false,false,false,false,true,false,false,true,false,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,true,false,true,false,false,true,false,true,true,true,true,false,false,false,false,true,true,true,false,true,true,false,false,false,true,false,true,false,false,false,false,false,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),80,130,55,60,90,90,0,0,0,0,0,2,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Bullet Seed (331),1,Iron Defense (334),1,Hone Claws (12),1,Infestation (35),12,Bullet Punch (1),16,Cross Poison (342),20,Feint Attack (185),23,First Impression (24),26,Drill Peck (65),30,Sucker Punch (21),33,Lunge (145),37,Steel Wing (211),40,Poison Jab (15),43,Leaf Blade (348),47,Night Slash (168),50,Megahorn (224),55,Gunk Shot (148),60,Dragon Ascent (316),0,None (0),3 (0x3),face015.gtx Regular (15),poke_dance.fsys -> spear.atx (0x1E183200),3 (0x3),face015.gtx Shiny (401),poke_dance.fsys -> spear_c.atx (0x1E193200)
"Pidgey"  - 16,Very Fast (1),255,50% Male (127),55,70 (0x46),3,18,1012 (0x3F4),16 (0x10),1360 (0x550),16,218,"Pidgey" (0x3F8),"Tiny Bird" (0x63F),0 (0x0),22 (0x16),408 (0x198),pkx_poppo.fsys (16),Normal (0),Flying (2),Adaptability (81),None (0),true,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,false,true,true,false,false,false,true,false,true,false,false,false,false,false,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),50,60,55,79,50,56,0,0,0,0,0,1,Level Up (4),18 (0x12),Pidgeotto (17),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Gust (16),1,Screech (103),1,Metal Claw (232),1,Mud-Slap (189),16,Mud Shot (341),18,Aerial Ace (332),22,Slash (163),25,Steel Wing (211),28,Aura Sphere (4),31,Featherdance (297),33,Air Slash (154),36,Tailwind (219),40,Roost (117),43,Hyper Voice (304),45,Psystrike (218),50,Aeroblast (177),55,Hyper Beam (63),60,Hurricane (239),0,None (0),6 (0x6),face016.gtx Regular (16),poke_dance.fsys -> poppo.atx (0x1DB43200),6 (0x6),face016.gtx Shiny (402),poke_dance.fsys -> poppo_c.atx (0x1DB53200)
"Pidgeotto"  - 17,Very Fast (1),120,50% Male (127),113,70 (0x46),11,300,1025 (0x401),17 (0x11),1360 (0x550),17,219,"Pidgeotto" (0x3F9),"Bird" (0x68A),0 (0x0),23 (0x17),409 (0x199),pkx_pigeon.fsys (17),Normal (0),Flying (2),Adaptability (81),Keen Eye (51),true,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,false,true,true,false,false,false,true,false,true,false,false,false,false,false,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),75,75,65,95,65,75,0,0,0,0,0,2,Level Up (4),36 (0x24),Pidgeot (18),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Gust (16),1,Screech (103),1,Metal Claw (232),1,Mud-Slap (189),16,Mud Shot (341),18,Aerial Ace (332),22,Slash (163),25,Steel Wing (211),28,Aura Sphere (4),31,Featherdance (297),33,Air Slash (154),36,Tailwind (219),40,Roost (117),43,Hyper Voice (304),45,Psystrike (218),50,Aeroblast (177),55,Hyper Beam (63),60,Hurricane (239),0,None (0),6 (0x6),face017.gtx Regular (17),poke_dance.fsys -> pigeon.atx (0x1DA43200),6 (0x6),face017.gtx Shiny (403),poke_dance.fsys -> pigeon_c.atx (0x1DA53200)
"Pidgeot"  - 18,Very Fast (1),45,50% Male (127),172,70 (0x46),15,395,1026 (0x402),18 (0x12),1360 (0x550),18,220,"Pidgeot" (0x3FA),"Bird" (0x68A),0 (0x0),24 (0x18),410 (0x19A),pkx_pigeot.fsys (18),Normal (0),Flying (2),Adaptability (81),Keen Eye (51),true,false,true,true,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,true,false,false,true,false,false,true,false,false,true,false,false,true,true,true,true,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,true,false,false,false,false,false,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),85,85,80,120,75,115,0,0,0,0,0,3,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Gust (16),1,Screech (103),1,Metal Claw (232),1,Mud-Slap (189),16,Mud Shot (341),18,Aerial Ace (332),22,Slash (163),25,Steel Wing (211),28,Aura Sphere (4),31,Featherdance (297),33,Air Slash (154),36,Tailwind (219),40,Roost (117),43,Hyper Voice (304),45,Psystrike (218),50,Aeroblast (177),55,Hyper Beam (63),60,Hurricane (239),0,None (0),6 (0x6),face018.gtx Regular (18),poke_dance.fsys -> pigeot.atx (0x1DA63200),6 (0x6),face018.gtx Shiny (404),poke_dance.fsys -> pigeot_c.atx (0x1DA73200)
"Rattata"  - 19,Very Fast (1),200,50% Male (127),57,70 (0x46),3,35,1027 (0x403),19 (0x13),1360 (0x550),19,221,"Rattata" (0x3FB),"Mouse" (0x69C),0 (0x0),25 (0x19),411 (0x19B),pkx_koratta.fsys (19),Normal (0),Normal (0),Fur Coat (94),None (0),false,false,true,false,false,false,false,false,true,true,false,true,false,false,true,true,true,false,false,false,true,false,false,false,false,false,false,false,true,true,false,true,false,false,false,true,false,true,false,false,true,false,true,true,false,false,false,false,false,false,true,true,false,false,true,true,false,false,false,true,false,true,false,false,false,true,true,true,true,true,Chilan Berry (148),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),50,90,45,38,55,72,0,0,0,0,0,1,Level Up (4),20 (0x14),Raticate (20),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Tackle (33),1,Growl (45),1,Double Team (104),1,Baton Pass (226),20,Poison Fang (305),25,Metal Claw (232),28,Bite (44),31,Super Fang (162),33,Hone Claws (12),35,Ice Fang (282),38,Fire Fang (213),40,Slash (163),43,Spikes (191),46,Extremespeed (245),50,Psychic Fangs (135),53,High Horsepower (278),56,Iron Tail (231),60,Giga Impact (320),0,None (0),7 (0x7),face019.gtx Regular (19),poke_dance.fsys -> koratta.atx (0x1CE53200),7 (0x7),face019.gtx Shiny (405),poke_dance.fsys -> koratta_c.atx (0x1CE63200)
"Raticate"  - 20,Very Fast (1),127,50% Male (127),116,70 (0x46),7,185,1028 (0x404),20 (0x14),1360 (0x550),20,222,"Raticate" (0x3FC),"Mouse" (0x69C),0 (0x0),26 (0x1A),412 (0x19C),pkx_ratta.fsys (20),Normal (0),Normal (0),Fur Coat (94),Hustle (55),false,true,true,false,true,false,true,false,true,true,false,true,false,false,true,true,true,false,true,true,true,true,true,true,false,false,true,true,true,true,false,true,true,true,true,true,true,true,false,false,true,true,true,true,false,false,true,true,false,false,true,true,true,true,true,true,false,false,false,true,false,true,false,false,false,true,true,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),70,110,80,58,90,97,0,0,0,0,0,2,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Tackle (33),1,Growl (45),1,Double Team (104),1,Baton Pass (226),20,Poison Fang (305),25,Metal Claw (232),28,Bite (44),31,Super Fang (162),33,Hone Claws (12),35,Ice Fang (282),38,Fire Fang (213),40,Slash (163),43,Spikes (191),46,Extremespeed (245),50,Psychic Fangs (135),53,High Horsepower (278),56,Iron Tail (231),60,Giga Impact (320),0,None (0),6 (0x6),face020.gtx Regular (20),poke_dance.fsys -> ratta.atx (0x1DD23200),6 (0x6),face020.gtx Shiny (406),poke_dance.fsys -> ratta_c.atx (0x1DD33200)
"Spearow"  - 21,Very Fast (1),255,50% Male (127),58,70 (0x46),3,20,1029 (0x405),21 (0x15),1360 (0x550),21,223,"Spearow" (0x3FD),"Tiny Bird" (0x63F),0 (0x0),27 (0x1B),413 (0x19D),pkx_onisuzume.fsys (21),Normal (0),Flying (2),Sand Force (90),None (0),true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,true,true,false,false,false,true,false,true,false,false,false,false,true,true,true,true,Chilan Berry (148),Sitrus Berry (142),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),50,80,55,45,50,70,0,0,0,0,0,1,Level Up (4),20 (0x14),Fearow (22),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Peck (64),1,Growl (45),7,Mud-Slap (189),1,Featherdance (297),20,Rock Throw (88),25,Metal Claw (232),28,Aerial Ace (332),31,Hone Claws (12),33,Crush Claw (306),35,Steel Wing (211),38,Stomping Tantrum (175),40,Drill Peck (65),43,Rock Slide (157),46,Spikes (191),50,Iron Head (19),53,High Horsepower (278),56,Brave Bird (123),60,Head Smash (131),0,None (0),6 (0x6),face021.gtx Regular (21),poke_dance.fsys -> onisuzume.atx (0x1D8A3200),6 (0x6),face021.gtx Shiny (407),poke_dance.fsys -> onisuzume_c.atx (0x1D8B3200)
"Fearow"  - 22,Very Fast (1),90,50% Male (127),162,70 (0x46),12,380,1030 (0x406),22 (0x16),1360 (0x550),22,224,"Fearow" (0x3FE),"Beak" (0x62F),0 (0x0),28 (0x1C),414 (0x19E),pkx_onidrill.fsys (22),Normal (0),Flying (2),Sand Force (90),Sniper (42),true,false,true,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true,true,false,false,false,false,false,false,false,true,true,true,false,true,true,false,false,false,true,false,true,false,false,false,false,true,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),80,120,85,65,70,100,0,0,0,0,0,3,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Peck (64),1,Growl (45),1,Mud-Slap (189),1,Featherdance (297),20,Rock Throw (88),25,Metal Claw (232),28,Aerial Ace (332),31,Hone Claws (12),33,Crush Claw (306),35,Steel Wing (211),38,Stomping Tantrum (175),40,Drill Peck (65),43,Rock Slide (157),46,Spikes (191),50,Iron Head (19),53,High Horsepower (278),56,Brave Bird (123),60,Head Smash (131),0,None (0),6 (0x6),face022.gtx Regular (22),poke_dance.fsys -> onidrill.atx (0x1D863200),6 (0x6),face022.gtx Shiny (408),poke_dance.fsys -> onidrill_c.atx (0x1D873200)
"Ekans"  - 23,Very Fast (1),255,50% Male (127),62,70 (0x46),20,69,1031 (0x407),23 (0x17),1360 (0x550),23,225,"Ekans" (0x3FF),"Snake" (0x6BF),0 (0x0),29 (0x1D),415 (0x19F),pkx_arbo.fsys (23),Poison (3),Poison (3),Intimidate (22),Shed Skin (61),false,true,false,false,true,false,true,false,true,false,false,false,false,false,true,true,false,false,true,false,false,true,true,false,false,false,false,true,true,false,true,false,false,false,false,false,true,false,false,false,true,false,true,true,false,false,false,false,true,false,true,true,true,false,true,true,false,false,false,true,false,false,false,false,false,false,true,true,true,false,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),50,100,65,50,80,55,0,1,0,0,0,0,Level Up (4),22 (0x16),Arbok (24),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Toxic (92),1,Lick (122),1,Body Slam (34),1,Bite (44),8,Screech (103),13,Swords Dance (14),20,Glare (137),28,Crunch (242),38,Poison Fang (305),46,Iron Tail (231),46,Coil (111),46,Poison Jab (15),56,Gunk Shot (148),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),7 (0x7),face023.gtx Regular (23),poke_dance.fsys -> arbo.atx (0x17ED3200),7 (0x7),face023.gtx Shiny (409),poke_dance.fsys -> arbo_c.atx (0x17F03200)
"Arbok"  - 24,Very Fast (1),90,50% Male (127),147,70 (0x46),35,650,1032 (0x408),24 (0x18),1360 (0x550),24,226,"Arbok" (0x400),"Cobra" (0x642),0 (0x0),30 (0x1E),416 (0x1A0),pkx_arbok.fsys (24),Poison (3),Poison (3),Poison Touch (40),None (0),false,true,false,false,true,false,true,false,true,false,false,false,false,false,true,true,false,false,true,false,true,false,true,true,false,false,false,false,true,true,false,true,true,true,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,false,true,true,true,false,true,true,false,false,false,true,false,true,false,false,false,false,false,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),80,120,80,65,95,80,0,2,0,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Super Fang (162),1,Crunch (242),1,Glare (137),1,Cross Poison (342),56,Headbutt (29),58,Iron Head (19),60,Coil (111),63,Poison Jab (15),65,Aqua Tail (49),68,Iron Tail (231),70,Gunk Shot (148),1,Ice Fang (282),1,Fire Fang (213),1,Psychic Fangs (135),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),7 (0x7),face024.gtx Regular (24),poke_dance.fsys -> arbok.atx (0x17EE3200),7 (0x7),face024.gtx Shiny (410),poke_dance.fsys -> arbok_c.atx (0x17EF3200)
"Pikachu"  - 25,Very Fast (1),190,50% Male (127),82,70 (0x46),4,60,1033 (0x409),25 (0x19),1358 (0x54E),25,156,"Pikachu" (0x401),"Mouse" (0x69C),0 (0x0),31 (0x1F),417 (0x1A1),pkx_pikachu.fsys (25),Electr (13),Electr (13),Huge Power (37),Lightningrod (31),false,false,false,false,false,false,false,true,true,false,false,true,false,false,false,true,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,true,false,true,true,true,true,false,false,false,false,true,true,true,false,true,true,false,false,false,true,false,true,true,true,true,false,false,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),60,70,50,100,70,100,0,0,0,0,0,2,Evolution Stone (7),96 (0x60),Raichu (26),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Nuzzle (336),1,Baby Doll Eyes (23),1,Feint (338),1,Quick Attack (98),13,Charm (204),16,Spark (209),20,Heart Stamp (170),23,Fire Punch (7),26,Ice Punch (8),30,Thunder Punch (9),33,Shadow Punch (325),36,Swords Dance (14),40,Meteor Mash (309),43,Wild Charge (248),47,Iron Tail (231),50,Aqua Tail (49),55,Flare Blitz (25),60,Volt Tackle (344),0,None (0),3 (0x3),face025.gtx Regular (25),poke_dance.fsys -> pikachu.atx (0x1DA83200),3 (0x3),face025.gtx Shiny (411),poke_dance.fsys -> pikachu_c.atx (0x1DA93200)
