Entry Name,Species,Level,Happiness,Item,AI Role,Is Key Strategic Pokemon,IVs HP,IVs Attack,IVs Defense,IVs Sp.Atk,IVs Sp.Def,IVs Speed,EVs HP,EVs Attack,EVs Defense,EVs Sp.Atk,EVs Sp.Def,EVs Speed,Moves 1,Moves 2,Moves 3,Moves 4,Shininess,Use species second ability,Gender,Nature,Can Fill Combo A Role 1,Can Fill Combo A Role 2,Can Fill Combo B Role 1,Can Fill Combo B Role 2
Glalie - 298,Glalie (347),98,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Swords Dance (14),Ice Beam (58),Hail (258),Aura Sphere (4),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Masquerain - 299,Masquerain (312),27,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Roost (117),Silver Wind (318),Rain Dance (240),Water Pulse (352),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Salamence - 300,Salamence (397),98,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Dragon Ascent (316),Flare Blitz (25),Zen Headbutt (5),Outrage (200),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Altaria - 301,Altaria (359),98,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Sacred Fire (221),Dragon Hammer (90),Earthquake (89),Return (216),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Flygon - 302,Flygon (334),98,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Brave Bird (123),Outrage (200),Crunch (242),Earthquake (89),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Flygon - 303,Flygon (334),98,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Brave Bird (123),Outrage (200),Crunch (242),Earthquake (89),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Kecleon - 304,Kecleon (317),98,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Double-Edge (38),Giga Impact (320),Aqua Tail (49),Iron Tail (231),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Skarmory - 305,Skarmory (227),99,0,None (0),爆発天狗  (61),0,0,0,0,0,0,0,0,0,0,0,0,0,Brave Bird (123),Wild Charge (248),Aqua Tail (49),Iron Tail (231),Always (0x1),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Claydol - 306,Claydol (319),99,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Psycho Boost (354),Explosion (153),Psystrike (218),Earthquake (89),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Aggron - 307,Aggron (384),99,0,None (0),強化  (16),0,0,0,0,0,0,0,0,0,0,0,0,0,Aqua Tail (49),Earthquake (89),Stone Edge (39),Iron Tail (231),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Cradily - 308,Cradily (389),99,0,None (0),天候  (13),0,0,0,0,0,0,0,0,0,0,0,0,0,Aura Sphere (4),Sandstorm (201),Energy Ball (91),Earth Power (11),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Armaldo - 309,Armaldo (391),99,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Psycho Cut (307),Leaf Blade (348),Meteor Mash (309),First Impression (24),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Mewtwo - 310,Mewtwo (150),100,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Shadow Ball (247),Psycho Cut (307),Calm Mind (347),Drain Punch (22),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Typhlosion - 311,Typhlosion (157),100,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Sludge Wave (308),Eruption (284),Earth Power (11),Dragon Pulse (110),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Venusaur - 312,Venusaur (3),100,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Sludge Bomb (188),Sludge Wave (308),Toxic (92),Sludge (124),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Sunflora - 313,Sunflora (192),100,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Solarbeam (76),Overheat (315),Power Whip (313),Calm Mind (129),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Moltres - 314,Moltres (146),100,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Bug Buzz (30),Heat Wave (257),Flash Cannon (295),Dragon Pulse (110),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Tyrogue - 315,Tyrogue (236),27,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Mach Punch (183),Feint (338),Payback (107),Protect (155),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Scizor - 316,Scizor (212),100,0,Choice Band (186),フリー  (1),0,31,31,31,31,31,31,252,252,6,0,0,0,Iron Head (19),Bullet Punch (1),Feint Attack (185),Bug Bite (40),Never (0x0),FALSE,Male (0),Adamant (3),FALSE,FALSE,FALSE,FALSE
Starmie - 317,Starmie (121),100,0,Life Orb (62),フリー  (1),0,31,31,31,31,31,31,0,0,6,252,0,252,Psyshock (133),Scald (17),Ice Beam (58),Thunderbolt (85),Never (0x0),TRUE,Genderless (2),Modest (15),FALSE,FALSE,FALSE,FALSE
Latias - 318,Latias (407),100,0,Soul Dew (191),フリー  (1),0,31,31,31,31,31,31,252,0,0,6,252,0,Psychic (94),Dragon Pulse (110),Roost (117),Flamethrower (53),Always (0x1),FALSE,Female (1),Calm (20),FALSE,FALSE,FALSE,FALSE
Ninetales - 319,Ninetales (264),100,0,Focus Sash (196),フリー  (1),0,31,31,31,31,31,31,0,0,0,252,6,252,Aurora Veil (214),Blizzard (59),Freeze Dry (198),Moonblast (296),Never (0x0),FALSE,Female (1),Modest (15),FALSE,FALSE,FALSE,FALSE
Swampert - 320,Swampert (285),100,0,Rocky Helmet (220),フリー  (1),0,31,31,31,31,31,31,252,0,252,6,0,0,Sludge Bomb (188),Scald (17),Earth Power (11),Icy Wind (196),Never (0x0),FALSE,Female (1),Relaxed (7),FALSE,FALSE,FALSE,FALSE
Gardevoir - 321,Gardevoir (394),100,0,Choice Specs (53),フリー  (1),0,31,31,31,31,31,31,252,0,0,252,6,0,Hyper Voice (304),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Timid (10),FALSE,FALSE,FALSE,FALSE
Golbat - 322,Golbat (42),27,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Bug Bite (40),Aerial Ace (332),Razor Leaf (75),Crunch (242),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Goldeen - 323,Goldeen (118),26,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Peck (64),Waterfall (127),Agility (97),Baby Doll Eyes (23),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Butterfree - 324,Butterfree (12),28,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Quiver Dance (141),Bug Buzz (30),Hurricane (239),Giga Drain (202),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Nuzleaf - 325,Nuzleaf (299),28,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Fake Out (252),Hidden Power (314),Nasty Plot (140),Giga Drain (202),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Shuckle - 326,Shuckle (213),28,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Swagger (207),Toxic (92),Infestation (35),Encore (227),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Tauros - 327,Tauros (128),41,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Play Rough (70),Stomping Tantrum (175),Lunge (145),Extremespeed (245),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Kadabra - 328,Kadabra (64),29,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Disable (50),Psybeam (60),Skill Swap (298),Recover (105),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Graveler - 329,Graveler (75),31,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Wide Guard (266),Iron Head (19),Bulldoze (222),Rock Slide (157),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Exeggutor - 330,Exeggutor (103),31,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Sunny Day (241),Psybeam (60),Hypnosis (95),Mega Drain (72),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Mawile - 331,Mawile (355),32,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Knock Off (48),Metal Claw (232),Fire Fang (213),Ice Fang (282),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Magneton - 332,Magneton (82),34,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Tri Attack (161),Discharge (134),Flash Cannon (295),Metal Sound (319),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Shelgon - 333,Shelgon (396),34,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Fire Fang (213),Dragon Tail (46),Brick Break (280),Aerial Ace (332),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Raticate - 334,Raticate (20),35,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Hone Claws (12),Ice Fang (282),Bite (44),Super Fang (162),Never (0x0),TRUE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Ursaring - 335,Ursaring (217),40,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Bite (44),Hone Claws (12),Force Palm (158),Metal Claw (232),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Girafarig - 336,Girafarig (203),40,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Dragon Tail (46),Baby Doll Eyes (23),Heart Stamp (170),Mud Shot (341),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Poliwhirl - 337,Poliwhirl (61),35,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Bulk Up (339),Force Palm (158),Waterfall (127),Zen Headbutt (5),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Lickitung - 338,Lickitung (108),40,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Belly Drum (187),Heart Stamp (170),Lick (122),Headbutt (29),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Exploud - 339,Exploud (372),40,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Liquidation (230),Wood Hammer (150),Flare Blitz (25),Zen Headbutt (5),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Piloswine - 340,Piloswine (221),41,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Icicle Crash (99),Iron Head (19),Body Slam (34),High Horsepower (278),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Ninetales - 341,Ninetales (38),41,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Nasty Plot (140),Will-O-Wisp (261),Extrasensory (326),Power Gem (285),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Ampharos - 342,Ampharos (181),43,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Tail Glow (102),Power Gem (285),Psybeam (60),Volt Switch (289),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Altaria - 343,Altaria (359),41,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Body Slam (34),Dragon Claw (337),Roost (117),Dragon Dance (349),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Roselia - 344,Roselia (363),40,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Signal Beam (324),Synthesis (235),Giga Drain (202),Razor Leaf (75),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Swellow - 345,Swellow (305),43,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Extremespeed (245),Swords Dance (14),X-Scissor (36),Dragon Claw (337),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Castform - 346,Castform (385),44,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Shadow Ball (247),Rain Dance (240),Sunny Day (241),Hail (258),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Granbull - 347,Granbull (210),44,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Shadow Claw (139),Stomping Tantrum (175),Crunch (242),Psychic Fangs (135),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Vileplume - 348,Vileplume (45),44,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Hidden Power (314),Sludge Bomb (188),Stun Spore (78),Giga Drain (202),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Tropius - 349,Tropius (369),45,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Air Slash (154),Featherdance (297),Dragon Hammer (90),Bug Buzz (30),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Donphan - 350,Donphan (232),45,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Rock Slide (157),Drill Run (312),Lunge (145),Iron Head (19),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Crawdaunt - 351,Crawdaunt (327),45,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Ice Punch (8),Slash (163),Rain Dance (240),Razor Shell (179),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Sharpedo - 352,Sharpedo (331),44,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Crunch (242),Iron Head (19),Liquidation (230),Psychic Fangs (135),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Pupitar - 353,Pupitar (247),43,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Stone Edge (39),Dragon Tail (46),Crunch (242),Earthquake (89),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Misdreavus - 354,Misdreavus (200),46,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Draining Kiss (167),Nasty Plot (140),Charge Beam (143),Pain Split (220),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Banette - 355,Banette (378),46,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Hypnosis (95),Shadow Punch (325),Knock Off (48),Thunder Wave (86),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Breloom - 356,Breloom (307),46,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Drain Punch (22),Seed Bomb (106),Leech Seed (73),Leech Life (81),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Tangela - 357,Tangela (114),47,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Giga Drain (202),Stun Spore (78),Iron Defense (334),Aura Sphere (4),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Sneasel - 358,Sneasel (215),47,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Hone Claws (12),Ice Punch (8),Shadow Claw (139),Night Slash (168),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Camerupt - 359,Camerupt (340),49,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Lava Plume (233),Rock Slide (157),Sunny Day (241),Bulldoze (222),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Houndoom - 360,Houndoom (229),49,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Night Slash (168),Volt Switch (289),Lava Plume (233),Signal Beam (324),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Nidoking - 361,Nidoking (34),50,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Thunder Punch (9),Crunch (242),Poison Jab (15),Heart Stamp (170),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Golem - 362,Golem (76),49,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Double-Edge (38),Rock Tomb (317),Iron Head (19),Stomping Tantrum (175),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Starmie - 363,Starmie (121),49,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Earth Power (11),Surf (57),Ice Beam (58),Power Gem (285),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Parasect - 364,Parasect (47),49,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Night Slash (168),U-Turn (287),Shadow Claw (139),Lunge (145),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Venomoth - 365,Venomoth (49),50,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Steel Wing (211),Shadow Ball (247),Signal Beam (324),Light Screen (113),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Wigglytuff - 366,Wigglytuff (40),51,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Dazzling Gleam (169),Dark Pulse (66),Nasty Plot (140),Destiny Bond (194),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Kabutops - 367,Kabutops (141),51,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Iron Head (19),Razor Shell (179),Night Slash (168),X-Scissor (36),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Sandslash - 368,Sandslash (28),51,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Dragon Claw (337),High Horsepower (278),Drill Run (312),Iron Head (19),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Kingdra - 369,Kingdra (230),60,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Draco Meteor (31),Ice Hammer (249),Hydro Pump (56),Dragon Ascent (316),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Hitmonlee - 370,Hitmonlee (106),52,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Shadow Claw (139),Stomping Tantrum (175),Knock Off (48),Acrobatics (178),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Hitmonchan - 371,Hitmonchan (107),52,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Sucker Punch (21),Thunder Punch (9),Shadow Punch (325),Heart Stamp (170),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Jynx - 372,Jynx (124),52,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Hyper Voice (304),Psystrike (218),Blizzard (59),Ice Beam (58),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Breloom - 373,Breloom (307),53,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Drain Punch (22),Seed Bomb (106),Leech Seed (73),Leech Life (81),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Kecleon - 374,Kecleon (317),53,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Zen Headbutt (5),Dragon Hammer (90),Aqua Tail (49),Iron Tail (231),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Snorlax - 375,Snorlax (143),55,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Hammer Arm (118),Body Slam (34),Poison Jab (15),Fire Punch (7),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Glalie - 376,Glalie (347),60,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Icicle Crash (99),Rock Slide (157),Hail (258),Aura Sphere (4),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Xatu - 377,Xatu (178),60,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Psystrike (218),Aeroblast (177),Flash Cannon (295),Aura Sphere (4),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Ursaring - 378,Ursaring (217),61,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Earthquake (89),Superpower (276),Meteor Mash (309),Hammer Arm (118),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Espeon - 379,Espeon (196),62,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Flash Cannon (295),Psychic (94),Extrasensory (326),Calm Mind (129),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Walrein - 380,Walrein (343),63,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Rain Dance (240),Tri Attack (161),Scald (17),Aura Sphere (4),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Roselia - 381,Roselia (363),63,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Leaf Storm (121),Solarbeam (76),Sludge Wave (308),Spiky Shield (275),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Togetic - 382,Togetic (176),64,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane (239),Zap Cannon (192),Thunderbolt (85),Moonblast (296),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Electabuzz - 383,Electabuzz (125),63,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Thunder (87),Meteor Mash (309),Hammer Arm (118),Ice Hammer (249),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Forretress - 384,Forretress (205),65,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,U-Turn (287),Iron Defense (334),Headbutt (29),X-Scissor (36),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Blissey - 385,Blissey (242),66,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Helping Hand (270),Hyper Voice (304),Wish (273),Seismic Toss (69),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Vileplume - 386,Vileplume (45),66,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Sludge Wave (308),Leaf Storm (121),Sludge Bomb (188),Earth Power (11),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Beedrill - 387,Beedrill (15),67,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Gunk Shot (148),Dragon Ascent (316),Night Slash (168),Megahorn (224),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Fearow - 388,Fearow (22),68,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Brave Bird (123),Head Smash (131),Iron Head (19),High Horsepower (278),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Skarmory - 389,Skarmory (227),69,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,U-Turn (287),Night Slash (168),Metal Sound (319),Steel Wing (211),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Mawile - 390,Mawile (355),65,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Play Rough (70),Meteor Mash (309),Foul Play (151),Curse (174),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Delibird - 391,Delibird (225),70,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Extrasensory (326),Power Gem (285),Flash Cannon (295),Ice Beam (58),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Murkrow - 392,Murkrow (198),71,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane (239),Brave Bird (123),Foul Play (151),Iron Tail (231),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Charizard - 393,Charizard (6),72,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Air Slash (154),Heat Wave (257),Dragon Pulse (110),Eruption (284),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Victreebel - 394,Victreebel (71),73,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Power Whip (313),Gunk Shot (148),Synthesis (235),Stone Edge (39),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Steelix - 395,Steelix (208),73,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Superpower (276),Stone Edge (39),Iron Tail (231),Double-Edge (38),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Dodrio - 396,Dodrio (85),76,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Hi Jump Kick (136),Head Smash (131),Iron Tail (231),Earthquake (89),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Bellossom - 397,Bellossom (182),76,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Nasty Plot (140),Leaf Storm (121),Sludge Bomb (188),Solarbeam (76),Never (0x0),TRUE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
